,name,dataset,model,pooling,N,max_length,layer,anisotropy,inference_time,cased,no_stop
3,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_CLS,10000,32,3,0.1722300863388926,0.04363493134975433,False,False
4,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_CLS,10000,32,4,0.1934094160083681,0.04363493134975433,False,False
5,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_CLS,10000,32,5,0.21787157284729186,0.04363493134975433,False,False
6,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_CLS,10000,32,6,0.20850354725271464,0.04363493134975433,False,False
7,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_CLS,10000,32,7,0.20950277814865112,0.04363493134975433,False,False
8,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_CLS,10000,32,8,0.21762479669451715,0.04363493134975433,False,False
9,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_CLS,10000,32,9,0.21361160837006754,0.04363493134975433,False,False
10,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_CLS,10000,32,10,0.22310751986782998,0.04363493134975433,False,False
11,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_CLS,10000,32,11,0.2626464488226921,0.04363493134975433,False,False
12,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_CLS,10000,32,12,0.20209409292936328,0.04363493134975433,False,False
0,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_SEP_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_SEP_no_CLS,10000,32,0,0.07801047272846941,0.04216476249694824,False,False
1,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_SEP_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_SEP_no_CLS,10000,32,1,0.13947045439798386,0.04216476249694824,False,False
2,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_SEP_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_SEP_no_CLS,10000,32,2,0.1943871465675533,0.04216476249694824,False,False
3,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_SEP_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_SEP_no_CLS,10000,32,3,0.17256878632642328,0.04216476249694824,False,False
4,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_SEP_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_SEP_no_CLS,10000,32,4,0.1902321688424796,0.04216476249694824,False,False
5,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_SEP_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_SEP_no_CLS,10000,32,5,0.21867309911027552,0.04216476249694824,False,False
6,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_SEP_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_SEP_no_CLS,10000,32,6,0.2088947045736015,0.04216476249694824,False,False
7,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_SEP_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_SEP_no_CLS,10000,32,7,0.2070237993571908,0.04216476249694824,False,False
8,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_SEP_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_SEP_no_CLS,10000,32,8,0.2165015461914241,0.04216476249694824,False,False
9,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_SEP_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_SEP_no_CLS,10000,32,9,0.21317286310605704,0.04216476249694824,False,False
10,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_SEP_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_SEP_no_CLS,10000,32,10,0.22197278706189244,0.04216476249694824,False,False
11,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_SEP_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_SEP_no_CLS,10000,32,11,0.2625625480318442,0.04216476249694824,False,False
12,wiki1m_for_simcse|sup-simcse-bert-base-uncased|none_no_SEP_no_CLS|10000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,none_no_SEP_no_CLS,10000,32,12,0.20221319341436028,0.04216476249694824,False,False
0,wiki1m_for_simcse|bert-base-uncased|none|1000|32,wiki1m_for_simcse,bert-base-uncased,none,1000,32,0,0.0883370673994359,0.049369081020355234,True,False
1,wiki1m_for_simcse|bert-base-uncased|none|1000|32,wiki1m_for_simcse,bert-base-uncased,none,1000,32,1,0.13768993777781724,0.049369081020355234,True,False
2,wiki1m_for_simcse|bert-base-uncased|none|1000|32,wiki1m_for_simcse,bert-base-uncased,none,1000,32,2,0.19551546703651548,0.049369081020355234,True,False
3,wiki1m_for_simcse|bert-base-uncased|none|1000|32,wiki1m_for_simcse,bert-base-uncased,none,1000,32,3,0.17181514421477914,0.049369081020355234,True,False
4,wiki1m_for_simcse|bert-base-uncased|none|1000|32,wiki1m_for_simcse,bert-base-uncased,none,1000,32,4,0.1935252146869897,0.049369081020355234,True,False
5,wiki1m_for_simcse|bert-base-uncased|none|1000|32,wiki1m_for_simcse,bert-base-uncased,none,1000,32,5,0.2202307675369084,0.049369081020355234,True,False
6,wiki1m_for_simcse|bert-base-uncased|none|1000|32,wiki1m_for_simcse,bert-base-uncased,none,1000,32,6,0.20980201428383588,0.049369081020355234,True,False
7,wiki1m_for_simcse|bert-base-uncased|none|1000|32,wiki1m_for_simcse,bert-base-uncased,none,1000,32,7,0.20761118646338586,0.049369081020355234,True,False
8,wiki1m_for_simcse|bert-base-uncased|none|1000|32,wiki1m_for_simcse,bert-base-uncased,none,1000,32,8,0.20453575264289967,0.049369081020355234,True,False
9,wiki1m_for_simcse|bert-base-uncased|none|1000|32,wiki1m_for_simcse,bert-base-uncased,none,1000,32,9,0.17804677202180028,0.049369081020355234,True,False
10,wiki1m_for_simcse|bert-base-uncased|none|1000|32,wiki1m_for_simcse,bert-base-uncased,none,1000,32,10,0.1697067002877593,0.049369081020355234,True,False
11,wiki1m_for_simcse|bert-base-uncased|none|1000|32,wiki1m_for_simcse,bert-base-uncased,none,1000,32,11,0.21126275380759035,0.049369081020355234,True,False
12,wiki1m_for_simcse|bert-base-uncased|none|1000|32,wiki1m_for_simcse,bert-base-uncased,none,1000,32,12,0.20370186259178444,0.049369081020355234,True,False
0,wiki1m_for_simcse|bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP,1000,32,0,0.0856806846009713,0.04175509214401245,True,False
1,wiki1m_for_simcse|bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP,1000,32,1,0.13521379530988634,0.04175509214401245,True,False
2,wiki1m_for_simcse|bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP,1000,32,2,0.1927611557804048,0.04175509214401245,True,False
3,wiki1m_for_simcse|bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP,1000,32,3,0.17645740900188686,0.04175509214401245,True,False
4,wiki1m_for_simcse|bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP,1000,32,4,0.20186416288092726,0.04175509214401245,True,False
5,wiki1m_for_simcse|bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP,1000,32,5,0.22265676122158765,0.04175509214401245,True,False
6,wiki1m_for_simcse|bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP,1000,32,6,0.2148124253898859,0.04175509214401245,True,False
7,wiki1m_for_simcse|bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP,1000,32,7,0.20880884334445,0.04175509214401245,True,False
8,wiki1m_for_simcse|bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP,1000,32,8,0.20869361907243728,0.04175509214401245,True,False
9,wiki1m_for_simcse|bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP,1000,32,9,0.17830669844895602,0.04175509214401245,True,False
10,wiki1m_for_simcse|bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP,1000,32,10,0.17599439102597533,0.04175509214401245,True,False
11,wiki1m_for_simcse|bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP,1000,32,11,0.2206657268209383,0.04175509214401245,True,False
12,wiki1m_for_simcse|bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP,1000,32,12,0.20001547101698816,0.04175509214401245,True,False
0,wiki1m_for_simcse|bert-base-uncased|none_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_CLS,1000,32,0,0.08394309002939918,0.04004257845878601,True,False
1,wiki1m_for_simcse|bert-base-uncased|none_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_CLS,1000,32,1,0.13894145361706614,0.04004257845878601,True,False
2,wiki1m_for_simcse|bert-base-uncased|none_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_CLS,1000,32,2,0.18047943349927664,0.04004257845878601,True,False
3,wiki1m_for_simcse|bert-base-uncased|none_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_CLS,1000,32,3,0.1622178844921291,0.04004257845878601,True,False
4,wiki1m_for_simcse|bert-base-uncased|none_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_CLS,1000,32,4,0.18927332510054112,0.04004257845878601,True,False
5,wiki1m_for_simcse|bert-base-uncased|none_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_CLS,1000,32,5,0.2120931716822088,0.04004257845878601,True,False
6,wiki1m_for_simcse|bert-base-uncased|none_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_CLS,1000,32,6,0.20455189053341746,0.04004257845878601,True,False
7,wiki1m_for_simcse|bert-base-uncased|none_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_CLS,1000,32,7,0.20015382504463194,0.04004257845878601,True,False
8,wiki1m_for_simcse|bert-base-uncased|none_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_CLS,1000,32,8,0.20226949368044733,0.04004257845878601,True,False
9,wiki1m_for_simcse|bert-base-uncased|none_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_CLS,1000,32,9,0.1718999964762479,0.04004257845878601,True,False
10,wiki1m_for_simcse|bert-base-uncased|none_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_CLS,1000,32,10,0.1692644476145506,0.04004257845878601,True,False
11,wiki1m_for_simcse|bert-base-uncased|none_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_CLS,1000,32,11,0.22351544982753693,0.04004257845878601,True,False
12,wiki1m_for_simcse|bert-base-uncased|none_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_CLS,1000,32,12,0.21362035504728555,0.04004257845878601,True,False
0,wiki1m_for_simcse|bert-base-uncased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP_no_CLS,1000,32,0,0.08137250237964326,0.04775734496116638,True,False
1,wiki1m_for_simcse|bert-base-uncased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP_no_CLS,1000,32,1,0.13117368307337166,0.04775734496116638,True,False
2,wiki1m_for_simcse|bert-base-uncased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP_no_CLS,1000,32,2,0.17603294721990825,0.04775734496116638,True,False
3,wiki1m_for_simcse|bert-base-uncased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP_no_CLS,1000,32,3,0.16244628101214767,0.04775734496116638,True,False
4,wiki1m_for_simcse|bert-base-uncased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP_no_CLS,1000,32,4,0.19099964264407754,0.04775734496116638,True,False
5,wiki1m_for_simcse|bert-base-uncased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP_no_CLS,1000,32,5,0.21806767347827555,0.04775734496116638,True,False
6,wiki1m_for_simcse|bert-base-uncased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP_no_CLS,1000,32,6,0.20495565105974675,0.04775734496116638,True,False
7,wiki1m_for_simcse|bert-base-uncased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP_no_CLS,1000,32,7,0.2065620257593692,0.04775734496116638,True,False
8,wiki1m_for_simcse|bert-base-uncased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP_no_CLS,1000,32,8,0.20073780625872314,0.04775734496116638,True,False
9,wiki1m_for_simcse|bert-base-uncased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP_no_CLS,1000,32,9,0.17164668403752148,0.04775734496116638,True,False
10,wiki1m_for_simcse|bert-base-uncased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP_no_CLS,1000,32,10,0.1694403238631785,0.04775734496116638,True,False
11,wiki1m_for_simcse|bert-base-uncased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP_no_CLS,1000,32,11,0.2191296671023593,0.04775734496116638,True,False
12,wiki1m_for_simcse|bert-base-uncased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,none_no_SEP_no_CLS,1000,32,12,0.21536153765488414,0.04775734496116638,True,False
0,wiki1m_for_simcse|bert-base-uncased|avg|1000|32,wiki1m_for_simcse,bert-base-uncased,avg,1000,32,0,0.5819975326359272,0.04589615511894226,True,False
1,wiki1m_for_simcse|bert-base-uncased|avg|1000|32,wiki1m_for_simcse,bert-base-uncased,avg,1000,32,1,0.5782765006124974,0.04589615511894226,True,False
2,wiki1m_for_simcse|bert-base-uncased|avg|1000|32,wiki1m_for_simcse,bert-base-uncased,avg,1000,32,2,0.6552879514098168,0.04589615511894226,True,False
3,wiki1m_for_simcse|bert-base-uncased|avg|1000|32,wiki1m_for_simcse,bert-base-uncased,avg,1000,32,3,0.6647726114988327,0.04589615511894226,True,False
4,wiki1m_for_simcse|bert-base-uncased|avg|1000|32,wiki1m_for_simcse,bert-base-uncased,avg,1000,32,4,0.7042681747376919,0.04589615511894226,True,False
5,wiki1m_for_simcse|bert-base-uncased|avg|1000|32,wiki1m_for_simcse,bert-base-uncased,avg,1000,32,5,0.7065669909119606,0.04589615511894226,True,False
6,wiki1m_for_simcse|bert-base-uncased|avg|1000|32,wiki1m_for_simcse,bert-base-uncased,avg,1000,32,6,0.6900799051225185,0.04589615511894226,True,False
7,wiki1m_for_simcse|bert-base-uncased|avg|1000|32,wiki1m_for_simcse,bert-base-uncased,avg,1000,32,7,0.6626866692304612,0.04589615511894226,True,False
8,wiki1m_for_simcse|bert-base-uncased|avg|1000|32,wiki1m_for_simcse,bert-base-uncased,avg,1000,32,8,0.6139738427698612,0.04589615511894226,True,False
9,wiki1m_for_simcse|bert-base-uncased|avg|1000|32,wiki1m_for_simcse,bert-base-uncased,avg,1000,32,9,0.5353063750863075,0.04589615511894226,True,False
10,wiki1m_for_simcse|bert-base-uncased|avg|1000|32,wiki1m_for_simcse,bert-base-uncased,avg,1000,32,10,0.4745424591600895,0.04589615511894226,True,False
11,wiki1m_for_simcse|bert-base-uncased|avg|1000|32,wiki1m_for_simcse,bert-base-uncased,avg,1000,32,11,0.5129803653955459,0.04589615511894226,True,False
12,wiki1m_for_simcse|bert-base-uncased|avg|1000|32,wiki1m_for_simcse,bert-base-uncased,avg,1000,32,12,0.4824192298948765,0.04589615511894226,True,False
0,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP,1000,32,0,0.5818512885570526,0.045058398246765136,True,False
1,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP,1000,32,1,0.5781754616200924,0.045058398246765136,True,False
2,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP,1000,32,2,0.6551992523670197,0.045058398246765136,True,False
3,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP,1000,32,3,0.6647020689249039,0.045058398246765136,True,False
4,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP,1000,32,4,0.7042367649376392,0.045058398246765136,True,False
5,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP,1000,32,5,0.7065440409779549,0.045058398246765136,True,False
6,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP,1000,32,6,0.6900450086891651,0.045058398246765136,True,False
7,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP,1000,32,7,0.6626451572775841,0.045058398246765136,True,False
8,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP,1000,32,8,0.6139353909194469,0.045058398246765136,True,False
9,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP,1000,32,9,0.5352815140485764,0.045058398246765136,True,False
10,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP,1000,32,10,0.4745417336523533,0.045058398246765136,True,False
11,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP,1000,32,11,0.5129831201136112,0.045058398246765136,True,False
12,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP,1000,32,12,0.4823682967722416,0.045058398246765136,True,False
0,wiki1m_for_simcse|bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_CLS,1000,32,0,0.541707464709878,0.041406350612640384,True,False
1,wiki1m_for_simcse|bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_CLS,1000,32,1,0.5416897159814834,0.041406350612640384,True,False
2,wiki1m_for_simcse|bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_CLS,1000,32,2,0.6176534359455108,0.041406350612640384,True,False
3,wiki1m_for_simcse|bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_CLS,1000,32,3,0.62367347407341,0.041406350612640384,True,False
4,wiki1m_for_simcse|bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_CLS,1000,32,4,0.6575397948622703,0.041406350612640384,True,False
5,wiki1m_for_simcse|bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_CLS,1000,32,5,0.6625299752950669,0.041406350612640384,True,False
6,wiki1m_for_simcse|bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_CLS,1000,32,6,0.652059016764164,0.041406350612640384,True,False
7,wiki1m_for_simcse|bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_CLS,1000,32,7,0.6337818663120269,0.041406350612640384,True,False
8,wiki1m_for_simcse|bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_CLS,1000,32,8,0.5868064471483231,0.041406350612640384,True,False
9,wiki1m_for_simcse|bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_CLS,1000,32,9,0.5125800632238388,0.041406350612640384,True,False
10,wiki1m_for_simcse|bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_CLS,1000,32,10,0.4539777580052614,0.041406350612640384,True,False
11,wiki1m_for_simcse|bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_CLS,1000,32,11,0.5011325970590115,0.041406350612640384,True,False
12,wiki1m_for_simcse|bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_CLS,1000,32,12,0.4972734224200249,0.041406350612640384,True,False
0,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP_no_CLS,1000,32,0,0.5415861776471138,0.04601398801803589,True,False
1,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP_no_CLS,1000,32,1,0.5415992544293403,0.04601398801803589,True,False
2,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP_no_CLS,1000,32,2,0.6175687846839428,0.04601398801803589,True,False
3,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP_no_CLS,1000,32,3,0.6236006256341934,0.04601398801803589,True,False
4,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP_no_CLS,1000,32,4,0.6575075362920761,0.04601398801803589,True,False
5,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP_no_CLS,1000,32,5,0.6625064154863357,0.04601398801803589,True,False
6,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP_no_CLS,1000,32,6,0.6520227439999581,0.04601398801803589,True,False
7,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP_no_CLS,1000,32,7,0.6337390882074833,0.04601398801803589,True,False
8,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP_no_CLS,1000,32,8,0.5867667068243027,0.04601398801803589,True,False
9,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP_no_CLS,1000,32,9,0.5125540103316307,0.04601398801803589,True,False
10,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP_no_CLS,1000,32,10,0.4539771400094032,0.04601398801803589,True,False
11,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP_no_CLS,1000,32,11,0.5011352046579123,0.04601398801803589,True,False
12,wiki1m_for_simcse|bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,avg_no_SEP_no_CLS,1000,32,12,0.4972148303687573,0.04601398801803589,True,False
0,wiki1m_for_simcse|bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,CLS,1000,32,0,0.2444413350746036,0.05870942306518555,True,False
1,wiki1m_for_simcse|bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,CLS,1000,32,1,0.2772801043987274,0.05870942306518555,True,False
2,wiki1m_for_simcse|bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,CLS,1000,32,2,0.30255198270082473,0.05870942306518555,True,False
3,wiki1m_for_simcse|bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,CLS,1000,32,3,0.3078428019136191,0.05870942306518555,True,False
4,wiki1m_for_simcse|bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,CLS,1000,32,4,0.3445664237737656,0.05870942306518555,True,False
5,wiki1m_for_simcse|bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,CLS,1000,32,5,0.3733729039877653,0.05870942306518555,True,False
6,wiki1m_for_simcse|bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,CLS,1000,32,6,0.3693393330574036,0.05870942306518555,True,False
7,wiki1m_for_simcse|bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,CLS,1000,32,7,0.3558959940075874,0.05870942306518555,True,False
8,wiki1m_for_simcse|bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,CLS,1000,32,8,0.33560982601344586,0.05870942306518555,True,False
9,wiki1m_for_simcse|bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,CLS,1000,32,9,0.2915015647783876,0.05870942306518555,True,False
10,wiki1m_for_simcse|bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,CLS,1000,32,10,0.27544692619889977,0.05870942306518555,True,False
11,wiki1m_for_simcse|bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,CLS,1000,32,11,0.3248242739737034,0.05870942306518555,True,False
12,wiki1m_for_simcse|bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,bert-base-uncased,CLS,1000,32,12,0.3532197208032012,0.05870942306518555,True,False
0,wiki1m_for_simcse|bert-base-cased|none|1000|32,wiki1m_for_simcse,bert-base-cased,none,1000,32,0,0.08326362521267583,0.05475179672241212,True,False
1,wiki1m_for_simcse|bert-base-cased|none|1000|32,wiki1m_for_simcse,bert-base-cased,none,1000,32,1,0.17361692621186375,0.05475179672241212,True,False
2,wiki1m_for_simcse|bert-base-cased|none|1000|32,wiki1m_for_simcse,bert-base-cased,none,1000,32,2,0.2314270456880331,0.05475179672241212,True,False
3,wiki1m_for_simcse|bert-base-cased|none|1000|32,wiki1m_for_simcse,bert-base-cased,none,1000,32,3,0.239988673761487,0.05475179672241212,True,False
