,name,dataset,model,pooling,N,max_length,layer,anisotropy,inference_time,cased,no_stop
2,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg,1000,32,2,0.7168803488016129,0.041210208892822266,False,False
3,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg,1000,32,3,0.7177785703241825,0.041210208892822266,False,False
4,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg,1000,32,4,0.7565291298627853,0.041210208892822266,False,False
5,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg,1000,32,5,0.7650859569907188,0.041210208892822266,False,False
6,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg,1000,32,6,0.7579863361120224,0.041210208892822266,False,False
7,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg,1000,32,7,0.7362192327380179,0.041210208892822266,False,False
8,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg,1000,32,8,0.7276815162301064,0.041210208892822266,False,False
9,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg,1000,32,9,0.7037491561770439,0.041210208892822266,False,False
10,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg,1000,32,10,0.6652128716111183,0.041210208892822266,False,False
11,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg,1000,32,11,0.6313670898079872,0.041210208892822266,False,False
12,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg,1000,32,12,0.4193011976480484,0.041210208892822266,False,False
0,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP,1000,32,0,0.5910122886300087,0.043803755283355714,False,False
1,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP,1000,32,1,0.6265811487138271,0.043803755283355714,False,False
2,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP,1000,32,2,0.7168046392798424,0.043803755283355714,False,False
3,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP,1000,32,3,0.7177219957411289,0.043803755283355714,False,False
4,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP,1000,32,4,0.7565048730373383,0.043803755283355714,False,False
5,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP,1000,32,5,0.7650665067434311,0.043803755283355714,False,False
6,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP,1000,32,6,0.7579559513926506,0.043803755283355714,False,False
7,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP,1000,32,7,0.7361819694042205,0.043803755283355714,False,False
8,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP,1000,32,8,0.7276489948630332,0.043803755283355714,False,False
9,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP,1000,32,9,0.7037294240891934,0.043803755283355714,False,False
10,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP,1000,32,10,0.6652097398340702,0.043803755283355714,False,False
11,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP,1000,32,11,0.6313642373681069,0.043803755283355714,False,False
12,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP,1000,32,12,0.4192712832093239,0.043803755283355714,False,False
0,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_CLS,1000,32,0,0.5550166426301002,0.04063046622276306,False,False
1,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_CLS,1000,32,1,0.5944327658712864,0.04063046622276306,False,False
2,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_CLS,1000,32,2,0.6867317300438881,0.04063046622276306,False,False
3,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_CLS,1000,32,3,0.685391946285963,0.04063046622276306,False,False
4,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_CLS,1000,32,4,0.7201770138144493,0.04063046622276306,False,False
5,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_CLS,1000,32,5,0.7298838742971421,0.04063046622276306,False,False
6,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_CLS,1000,32,6,0.7237802299261094,0.04063046622276306,False,False
7,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_CLS,1000,32,7,0.7057140344679356,0.04063046622276306,False,False
8,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_CLS,1000,32,8,0.6953300406932831,0.04063046622276306,False,False
9,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_CLS,1000,32,9,0.6693021906018257,0.04063046622276306,False,False
10,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_CLS,1000,32,10,0.6341341094672679,0.04063046622276306,False,False
11,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_CLS,1000,32,11,0.6104880602955818,0.04063046622276306,False,False
12,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_CLS,1000,32,12,0.4171511959135533,0.04063046622276306,False,False
0,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,0,0.5549192121773958,0.04248520016670227,False,False
1,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,1,0.5943534389436245,0.04248520016670227,False,False
2,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,2,0.6866574854254722,0.04248520016670227,False,False
3,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,3,0.6853338392972946,0.04248520016670227,False,False
4,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,4,0.7201523047089576,0.04248520016670227,False,False
5,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,5,0.7298641968369484,0.04248520016670227,False,False
6,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,6,0.7237491222023964,0.04248520016670227,False,False
7,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,7,0.7056757849752903,0.04248520016670227,False,False
8,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,8,0.6952952381372451,0.04248520016670227,False,False
9,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,9,0.6692798300981522,0.04248520016670227,False,False
10,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,10,0.6341298059821129,0.04248520016670227,False,False
11,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,11,0.6104849402308464,0.04248520016670227,False,False
12,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,12,0.4171160795688629,0.04248520016670227,False,False
0,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,CLS,1000,32,0,0.2559398028552532,0.0436084189414978,False,False
1,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,CLS,1000,32,1,0.28916664633899924,0.0436084189414978,False,False
2,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,CLS,1000,32,2,0.3267852143421769,0.0436084189414978,False,False
3,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,CLS,1000,32,3,0.3162532508000732,0.0436084189414978,False,False
4,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,CLS,1000,32,4,0.3409954975321889,0.0436084189414978,False,False
5,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,CLS,1000,32,5,0.36189875873923294,0.0436084189414978,False,False
6,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,CLS,1000,32,6,0.3522893207371235,0.0436084189414978,False,False
7,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,CLS,1000,32,7,0.34359950594604016,0.0436084189414978,False,False
8,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,CLS,1000,32,8,0.3396733793988824,0.0436084189414978,False,False
9,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,CLS,1000,32,9,0.3245169800296426,0.0436084189414978,False,False
10,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,CLS,1000,32,10,0.3454686845242977,0.0436084189414978,False,False
11,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,CLS,1000,32,11,0.3830294110253453,0.0436084189414978,False,False
12,wiki1m_for_simcse_shuf|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse_shuf,sup-simcse-bert-base-uncased,CLS,1000,32,12,0.2822351295500994,0.0436084189414978,False,False
0,wiki1m_for_simcse_shuf|unsup_prompt|none|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none,1000,32,0,0.08060432748642052,0.05249123740196228,False,False
1,wiki1m_for_simcse_shuf|unsup_prompt|none|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none,1000,32,1,0.1432929948233068,0.05249123740196228,False,False
2,wiki1m_for_simcse_shuf|unsup_prompt|none|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none,1000,32,2,0.20339744452759626,0.05249123740196228,False,False
3,wiki1m_for_simcse_shuf|unsup_prompt|none|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none,1000,32,3,0.19713060470670465,0.05249123740196228,False,False
4,wiki1m_for_simcse_shuf|unsup_prompt|none|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none,1000,32,4,0.228342399507761,0.05249123740196228,False,False
5,wiki1m_for_simcse_shuf|unsup_prompt|none|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none,1000,32,5,0.2601865460239351,0.05249123740196228,False,False
6,wiki1m_for_simcse_shuf|unsup_prompt|none|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none,1000,32,6,0.2593862625211477,0.05249123740196228,False,False
7,wiki1m_for_simcse_shuf|unsup_prompt|none|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none,1000,32,7,0.2531758146584034,0.05249123740196228,False,False
8,wiki1m_for_simcse_shuf|unsup_prompt|none|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none,1000,32,8,0.2506141802743077,0.05249123740196228,False,False
9,wiki1m_for_simcse_shuf|unsup_prompt|none|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none,1000,32,9,0.2287915116623044,0.05249123740196228,False,False
10,wiki1m_for_simcse_shuf|unsup_prompt|none|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none,1000,32,10,0.21594210150279106,0.05249123740196228,False,False
11,wiki1m_for_simcse_shuf|unsup_prompt|none|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none,1000,32,11,0.2653119048252702,0.05249123740196228,False,False
12,wiki1m_for_simcse_shuf|unsup_prompt|none|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none,1000,32,12,0.1912110177874565,0.05249123740196228,False,False
0,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP,1000,32,0,0.08395723434463252,0.03888840079307556,False,False
1,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP,1000,32,1,0.1468841082006693,0.03888840079307556,False,False
2,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP,1000,32,2,0.21699143881350755,0.03888840079307556,False,False
3,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP,1000,32,3,0.19282165253162384,0.03888840079307556,False,False
4,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP,1000,32,4,0.23020592211931945,0.03888840079307556,False,False
5,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP,1000,32,5,0.2648662699759006,0.03888840079307556,False,False
6,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP,1000,32,6,0.2584077547714114,0.03888840079307556,False,False
7,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP,1000,32,7,0.2445738936215639,0.03888840079307556,False,False
8,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP,1000,32,8,0.2534734070915729,0.03888840079307556,False,False
9,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP,1000,32,9,0.21978397791832685,0.03888840079307556,False,False
10,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP,1000,32,10,0.2175500292261131,0.03888840079307556,False,False
11,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP,1000,32,11,0.2541441699006828,0.03888840079307556,False,False
12,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP,1000,32,12,0.19032786793634296,0.03888840079307556,False,False
0,wiki1m_for_simcse_shuf|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_CLS,1000,32,0,0.08184994335779629,0.0625487859249115,False,False
1,wiki1m_for_simcse_shuf|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_CLS,1000,32,1,0.13603722444549202,0.0625487859249115,False,False
2,wiki1m_for_simcse_shuf|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_CLS,1000,32,2,0.20100378324836493,0.0625487859249115,False,False
3,wiki1m_for_simcse_shuf|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_CLS,1000,32,3,0.1811357873529196,0.0625487859249115,False,False
4,wiki1m_for_simcse_shuf|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_CLS,1000,32,4,0.2191251482889056,0.0625487859249115,False,False
5,wiki1m_for_simcse_shuf|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_CLS,1000,32,5,0.2564742312654853,0.0625487859249115,False,False
6,wiki1m_for_simcse_shuf|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_CLS,1000,32,6,0.24840113816410306,0.0625487859249115,False,False
7,wiki1m_for_simcse_shuf|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_CLS,1000,32,7,0.23971880801394585,0.0625487859249115,False,False
8,wiki1m_for_simcse_shuf|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_CLS,1000,32,8,0.24546228502318265,0.0625487859249115,False,False
9,wiki1m_for_simcse_shuf|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_CLS,1000,32,9,0.21835079718381167,0.0625487859249115,False,False
10,wiki1m_for_simcse_shuf|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_CLS,1000,32,10,0.2174586036717519,0.0625487859249115,False,False
11,wiki1m_for_simcse_shuf|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_CLS,1000,32,11,0.2564658532999456,0.0625487859249115,False,False
12,wiki1m_for_simcse_shuf|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_CLS,1000,32,12,0.19833512933552264,0.0625487859249115,False,False
0,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP_no_CLS,1000,32,0,0.08616545900297934,0.05894753813743591,False,False
1,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP_no_CLS,1000,32,1,0.1333981013856828,0.05894753813743591,False,False
2,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP_no_CLS,1000,32,2,0.1956687614992261,0.05894753813743591,False,False
3,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP_no_CLS,1000,32,3,0.18724296485632647,0.05894753813743591,False,False
4,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP_no_CLS,1000,32,4,0.21301991689205169,0.05894753813743591,False,False
5,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP_no_CLS,1000,32,5,0.2612024183124304,0.05894753813743591,False,False
6,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP_no_CLS,1000,32,6,0.2435458566322923,0.05894753813743591,False,False
7,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP_no_CLS,1000,32,7,0.2483669648319483,0.05894753813743591,False,False
8,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP_no_CLS,1000,32,8,0.241473977252841,0.05894753813743591,False,False
9,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP_no_CLS,1000,32,9,0.2186785681983456,0.05894753813743591,False,False
10,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP_no_CLS,1000,32,10,0.21265390034858134,0.05894753813743591,False,False
11,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP_no_CLS,1000,32,11,0.2580362708492903,0.05894753813743591,False,False
12,wiki1m_for_simcse_shuf|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,none_no_SEP_no_CLS,1000,32,12,0.19849985849112275,0.05894753813743591,False,False
0,wiki1m_for_simcse_shuf|unsup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg,1000,32,0,0.5986653979420662,0.04532928848266602,False,False
1,wiki1m_for_simcse_shuf|unsup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg,1000,32,1,0.6029758242070675,0.04532928848266602,False,False
2,wiki1m_for_simcse_shuf|unsup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg,1000,32,2,0.6988242067694664,0.04532928848266602,False,False
3,wiki1m_for_simcse_shuf|unsup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg,1000,32,3,0.7184678861498832,0.04532928848266602,False,False
4,wiki1m_for_simcse_shuf|unsup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg,1000,32,4,0.7680238707065582,0.04532928848266602,False,False
5,wiki1m_for_simcse_shuf|unsup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg,1000,32,5,0.7825957545638085,0.04532928848266602,False,False
6,wiki1m_for_simcse_shuf|unsup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg,1000,32,6,0.7699501057267188,0.04532928848266602,False,False
7,wiki1m_for_simcse_shuf|unsup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg,1000,32,7,0.7426633981466293,0.04532928848266602,False,False
8,wiki1m_for_simcse_shuf|unsup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg,1000,32,8,0.7209519322216511,0.04532928848266602,False,False
9,wiki1m_for_simcse_shuf|unsup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg,1000,32,9,0.6548441489040852,0.04532928848266602,False,False
10,wiki1m_for_simcse_shuf|unsup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg,1000,32,10,0.5861586409509182,0.04532928848266602,False,False
11,wiki1m_for_simcse_shuf|unsup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg,1000,32,11,0.5989102460294962,0.04532928848266602,False,False
12,wiki1m_for_simcse_shuf|unsup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg,1000,32,12,0.4448056042939425,0.04532928848266602,False,False
0,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP,1000,32,0,0.5985533663034439,0.05561703276634216,False,False
1,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP,1000,32,1,0.6028944379091263,0.05561703276634216,False,False
